iata,lat,lng,country,name,city
JRH,26.7315006256,94.1754989624,IN,Jorhat Airport,Jorhat
KBK,26.776534,83.889214,IN,Kushinagar International Airport,Kushinagar
IXQ,24.134325,91.810769,IN,Kamalpur Airport,Manik Bhandar
IXH,24.308657,92.00768,IN,Kailashahar Airport,Kailashahar
IXS,24.9129009247,92.97869873050001,IN,Silchar Airport,Silchar
IXN,24.061899,91.603897,IN,Khowai Airport,Khowai
AJL,23.840599,92.619698,IN,Lengpui Airport,Aizawl (Lengpui)
IXI,27.2955,94.097603,IN,Lilabari North Lakhimpur Airport,Lilabari
LDA,25.01018,88.126917,IN,Malda Airport,Malda
DIB,27.4839000702,95.0168991089,IN,Dibrugarh Airport,Dibrugarh
DMU,25.883899688699998,93.77110290530001,IN,Dimapur Airport,Dimapur
MZU,26.119101,85.313698,IN,Muzaffarpur Airport,Muzaffarpur
IXT,28.064786,95.336952,IN,Pasighat Airport,Pasighat
PAT,25.591299,85.087997,IN,Jay Prakash Narayan Airport,Patna
IXR,23.314300537100003,85.3217010498,IN,Birsa Munda Airport,Ranchi
RRK,22.256571,84.815193,IN,Rourkela Airport,Rourkela
RUP,26.141867,89.907892,IN,Rupsi Airport,Rupsi
TEI,27.9412002563,96.1343994141,IN,Tezu Airport,Tezu
TEZ,26.7091007232666,92.78469848632812,IN,Tezpur Airport,
VTZ,17.723506,83.227729,IN,Visakhapatnam Airport,Visakhapatnam
ZER,27.588301,93.828102,IN,Ziro Airport,Ziro
BZL,22.801000595092773,90.30120086669922,BD,Barisal Airport,Barisal
CXB,21.452199935913086,91.96389770507812,BD,Cox's Bazar Airport,Cox's Bazar
CLA,23.437201,91.189697,BD,Comilla Airport,Comilla
CGP,22.249599,91.813301,BD,Shah Amanat International Airport,Chattogram (Chittagong)
DAC,23.843347,90.397783,BD,Hazrat Shahjalal International Airport,Dhaka
IRD,24.1525,89.0494,BD,Ishurdi Airport,Ishurdi
JSR,23.1838,89.160797,BD,Jessore Airport,Jashore (Jessore)
RJH,24.43720054626465,88.61650085449219,BD,Shah Mokhdum Airport,Rajshahi
SPD,25.759199142456055,88.90889739990234,BD,Saidpur Airport,Saidpur
TKR,26.016399,88.403603,BD,Thakurgaon Airport,Thakurgaon
ZHM,24.398333,91.916944,BD,Shamshernagar Airport,Shamshernagar
ZYL,24.963832,91.864843,BD,Osmany International Airport,Sylhet
HKG,22.308901,113.915001,HK,Hong Kong International Airport,Hong Kong
AGR,27.157683,77.960942,IN,Agra Airport / Agra Air Force Station,Agra
HRH,27.861437,78.145404,IN,Aligarh Airport,Aligarh
IXD,25.4401,81.733902,IN,Prayagraj Airport,Allahabad
ATQ,31.7096,74.797302,IN,Sri Guru Ram Dass Jee International Airport,Amritsar
AIP,31.4338,75.758797,IN,Adampur Airport,Adampur
BKB,28.070601,73.207199,IN,Nal Airport,Bikaner
KUU,31.876699,77.154404,IN,Kullu Manali Airport,Bhuntar
BUP,30.2701,74.755798,IN,Bhatinda Air Force Station,
BEK,28.4221,79.450798,IN,Bareilly Air Force Station,Bareilly
IXC,30.6735,76.788498,IN,Chandigarh International Airport,Chandigarh
KNU,26.404301,80.410103,IN,Kanpur Airport,Kanpur
DED,30.189243,78.176651,IN,Dehradun Jolly Grant Airport,Dehradun (Jauligrant)
DEL,28.55563,77.09519,IN,Indira Gandhi International Airport,New Delhi
HDO,28.707701,77.358902,IN,Hindon Airport / Hindon Air Force Station,Ghaziabad
DHM,32.164902,76.263018,IN,Kangra Airport,Kangra
GWL,26.29330062866211,78.22779846191406,IN,Gwalior Airport,Gwalior
HSS,29.179399,75.755302,IN,Hisar Airport,Hisar
JDH,26.251100540161133,73.04889678955078,IN,Jodhpur Airport,Jodhpur
JAI,26.8242,75.812202,IN,Jaipur International Airport,Jaipur
JSA,26.8887,70.864998,IN,Jaisalmer Airport,
IXJ,32.688849,74.838152,IN,Jammu Airport,Jammu
KQH,26.591007,74.812956,IN,Kishangarh Airport Ajmer,Ajmer (Kishangarh)
KTU,25.160200119,75.84559631350001,IN,Kota Airport,Kota
LUH,30.854700088500977,75.95259857177734,IN,Ludhiana Airport,
IXL,34.135899,77.546501,IN,Leh Kushok Bakula Rimpochee Airport,Leh
LKO,26.7605991364,80.8892974854,IN,Chaudhary Charan Singh International Airport,Lucknow
MZS,28.81746,78.92187,IN,Moradabad Airport,Moradabad
IXP,32.233611,75.634444,IN,Pathankot Airport,Pathankot
PGH,29.0334,79.473701,IN,Pantnagar Airport,Pantnagar
SLV,31.0818,77.068001,IN,Shimla Airport,Jubbarhatti
SWN,29.994303,77.42456,IN,Sarsawa Air Force Station,Sherpur Naqeebpur
SXR,33.987099,74.7742,IN,Sheikh ul Alam International Airport,Srinagar
TNI,24.56262,80.852927,IN,Satna Airport,
VSV,27.499732,82.032927,IN,Shravasti Airport,Shravasti
VIV,-9.30333333333,150.318888889,PG,Vivigani Airfield,Vivigani
VJQ,-15.5062,36.9904,MZ,Gurue Airport,Gurue
AOU,14.793056,107.045278,LA,Attopeu Airport,Attopeu
HOE,20.257299,100.436996,LA,Ban Huoeisay Airport,Huay Xai
LPQ,19.897300720214844,102.16100311279297,LA,Luang Phabang International Airport,Luang Phabang
LXG,20.966999,101.400002,LA,Luang Namtha Airport,Luang Namtha
ODY,20.68269920349121,101.99400329589844,LA,Oudomsay Airport,Oudomsay
PKZ,15.132100105285645,105.78099822998047,LA,Pakse International Airport,Pakse
ZBY,19.2436,101.7093,LA,Sayaboury Airport,Sainyabuli
ZVK,16.55660057067871,104.76000213623047,LA,Savannakhet Airport,
NEU,20.4184,104.067001,LA,Sam Neua Airport,
VNA,15.709026,106.410937,LA,Salavan Airport,Salavan
THK,17.377917,104.857378,LA,Thakhek Airport,Thakhek
VTE,17.988300323500003,102.56300354,LA,Wattay International Airport,Vientiane
XKH,19.450001,103.157997,LA,Xieng Khouang Airport,Xieng Khouang
XIE,19.6203,100.815332,LA,Xienglom Airport,Xienglom
VMI,-22.159371,-57.942395,PY,Aeropuerto Nacional Doctor Juan Plate,Puerto Vallemi
MFM,22.149599,113.592003,MO,Macau International Airport,Nossa Senhora do Carmo
PHU,11.30034,106.79325,VN,Phu Giao Airport,Phu Giao
BJH,29.539,81.185402,NP,Bajhang Airport,Bajhang
BHP,27.1474,87.050797,NP,Bhojpur Airport,Bhojpur
BGL,28.212799,83.666298,NP,Baglung Airport,Baglung
BHR,27.678101,84.429398,NP,Bharatpur Airport,Bharatpur
BJU,29.502001,81.668999,NP,Bajura Airport,Bajura
BIT,29.463421,80.548968,NP,Baitadi Airport,Baitadi
BWA,27.505328,83.412594,NP,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa)
BDP,26.5708007812,88.07959747310001,NP,Bhadrapur Airport,Bhadrapur
DNP,28.111099,82.294197,NP,Tulsipur Airport,Dang
DHI,28.755283,80.583398,NP,Dhangarhi Airport,Dhangarhi
DAP,29.668571,80.548199,NP,Darchula Airport,Darchula
DOP,28.985659,82.818703,NP,Dolpa Airport,Dolpa
SIH,29.262226,80.935968,NP,Silgadi Doti Airport,Silgadi Doti
GKH,28.0385,84.4664,NP,Palungtar Airport,Gorkha
JIR,27.626313,86.230581,NP,Jiri Airport,Jiri
JUM,29.2742,82.193298,NP,Jumla Airport,Jumla
JKR,26.708799,85.922401,NP,Janakpur Airport,Janakpur
JMO,28.780426,83.723,NP,Jomsom Airport,Jomsom
KTM,27.6966,85.3591,NP,Tribhuvan International Airport,Kathmandu
LDN,27.253099,86.669998,NP,Lamidanda Airport,Lamidanda
LUA,27.686768,86.729479,NP,Lukla Airport,Lukla
LTG,28.200000762939453,85.58300018310547,NP,Langtang Airport,Langtang
NGX,28.641399,84.089203,NP,Manang Airport,Ngawal
MEY,27.5774,84.22875,NP,Meghauli Airport,Meghauli
XMG,28.9632,80.147903,NP,Mahendranagar Airport,Mahendranagar
KEP,28.1036,81.667,NP,Nepalgunj Airport,Nepalgunj
PKR,28.200621,83.981203,NP,Pokhara Airport,Pokhara
PPL,27.517752,86.585019,NP,Phaplu Airport,Phaplu
RJB,26.510066,86.733902,NP,Rajbiraj Airport,Rajbiraj
RHP,27.393999,86.061401,NP,Ramechhap Airport,Ramechhap
RUK,28.627001,82.194021,NP,Rukum Chaurjahari Airport,Rukumkot
RPA,28.267292,82.756496,NP,Rolpa Airport,Rolpa
RUM,27.303499,86.5504,NP,Rumjatar Airport,Rumjatar
SYH,27.8112,86.7124,NP,Syangboche Airport,Namche Bazaar
SIF,27.159803,84.980021,NP,Simara Airport,Simara
SKH,28.586,81.636002,NP,Surkhet Airport,Surkhet
FEB,29.236629,81.215317,NP,Sanfebagar Airport,Sanfebagar
IMK,29.9711,81.818901,NP,Simikot Airport,Simikot
TPJ,27.3509,87.69525,NP,Taplejung Airport,Taplejung
TPU,28.5219,81.123,NP,Tikapur Airport,Tikapur
TMI,27.315001,87.193298,NP,Tumling Tar Airport,Tumling Tar
BIR,26.48150062561035,87.26399993896484,NP,Biratnagar Airport,Biratnagar
AGX,10.8237,72.176003,IN,Agatti Airport,Agatti
BEP,15.162799835205078,76.88279724121094,IN,Bellary Airport,Bellary
BLR,13.1979,77.706299,IN,Kempegowda International Airport,Bangalore
IXX,17.9081,77.487099,IN,Bidar Airport / Bidar Air Force Station,Bidar
VGA,16.530399,80.796799,IN,Vijayawada Airport,Gannavaram
CJB,11.029999733,77.0434036255,IN,Coimbatore International Airport,Coimbatore
COK,10.151047,76.400838,IN,Cochin International Airport,Kochi
CCJ,11.1368,75.955299,IN,Calicut International Airport,Calicut
CDP,14.513154,78.769183,IN,Kadapa Airport,Kadapa
CBD,9.153056,92.819273,IN,Car Nicobar Air Force Base,IAF Camp
GOX,15.744257,73.860625,IN,Manohar International Airport,Mopa
GBI,17.308154,76.965246,IN,Kalaburagi Airport,Kalaburagi
GOI,15.3808,73.831398,IN,Dabolim Airport,Vasco da Gama
HYD,17.231318,78.429855,IN,Rajiv Gandhi International Airport,Hyderabad
BPM,17.4531,78.467598,IN,Begumpet Airport,Hyderabad
VDY,15.175921,76.63303,IN,Jindal Vijaynagar Airport,Toranagallu
CNN,11.918614,75.547211,IN,Kannur International Airport,Kannur
KJB,15.716288,78.16923,IN,Kurnool Airport,Orvakal
IXM,9.83450984955,78.09339904790001,IN,Madurai Airport,Madurai
IXE,12.9612998962,74.8900985718,IN,Mangalore International Airport,Mangalore
MAA,12.990005,80.169296,IN,Chennai International Airport,Chennai
MYQ,12.23,76.655833,IN,Mysore Airport,Mysore
NVY,11.612956,79.527382,IN,Neyveli Airport,Neyveli
IXZ,11.641208,92.729643,IN,Veer Savarkar International Airport / INS Utkrosh,Port Blair
PNY,11.968,79.812,IN,Pondicherry Airport,Puducherry (Pondicherry)
PUT,14.1492996216,77.7910995483,IN,Sri Sathya Sai Airport,Puttaparthi
RMD,18.701,79.3923,IN,Basanth Nagar Airport,Ramagundam
RJA,17.105799,81.813204,IN,Rajahmundry Airport,Madhurapudi
SXV,11.78330039978,78.06559753418,IN,Salem Airport,Salem
TJV,10.723835,79.109457,IN,Thanjavur Air Force Station,Thanjavur
TCR,8.724241,78.025803,IN,Tuticorin Airport,Vagaikulam
TIR,13.632499694800002,79.543296814,IN,Tirupati Airport,Tirupati
TRZ,10.766223,78.71774,IN,Tiruchirappalli International Airport,Tiruchirappalli
TRV,8.48212,76.920097,IN,Thiruvananthapuram International Airport,Thiruvananthapuram
WGC,17.9144,79.602203,IN,Warangal Airport,Warangal
BUT,27.5622,90.7471,BT,Bathpalathang Airport,Jakar
GLU,26.88456,90.46412,BT,Gelephu Airport,Gelephu
PBH,27.4032,89.424599,BT,Paro International Airport,Paro
YON,27.25627,91.514633,BT,Yongphulla Airport,Yongphulla
HRF,6.96967,72.896287,MV,Hoarafushi Airport,
HDK,6.630762,73.067815,MV,Kulhudhuffushi Airport,Kulhudhuffushi
NMF,5.818394,73.469181,MV,Maafaru International Airport,Noonu Atoll
IFU,5.7083,73.025,MV,Ifuru Airport,Ifuru Island
DRV,5.1561,73.1302,MV,Dharavandhoo Airport,Baa Atoll
FVM,-0.309722,73.435,MV,Fuvahmulah Airport,Fuvahmulah Island
GAN,-0.692694,73.151557,MV,Gan International Airport,Gan
HAQ,6.744229793548584,73.17050170898438,MV,Hanimaadhoo Airport,Haa Dhaalu Atoll
KDO,1.8591699600219727,73.52189636230469,MV,Kadhdhoo Airport,Kadhdhoo
MLE,4.191830158233643,73.52909851074219,MV,Malé International Airport,Malé
GKK,0.7324,73.4336,MV,Kooddoo Airport,Huvadhu Atoll
KDM,0.488131,72.996902,MV,Kaadedhdhoo Airport,Huvadhu Atoll
DDD,2.666075,72.887118,MV,Dhaalu Atoll Airport,Kudahuvadhoo
VAM,3.470556,72.835833,MV,Villa International Airport Maamigili,Maamigili
TMF,2.211,73.1533,MV,Thimarafushi Airport,Thimarafushi
RUL,0.338085,73.512869,MV,Maavaarulaa Airport,Maavaarulu
DMK,13.9126,100.607002,TH,Don Mueang International Airport,Bangkok
KDT,14.1020002365,99.9171981812,TH,Kamphaeng Saen Airport,Nakhon Pathom
KKM,14.87462,100.663397,TH,Khok Kathiam Airport,Lop Buri
TDX,12.2746,102.319,TH,Trat Airport,Laem Ngop
BKK,13.681099891662598,100.74700164794922,TH,Suvarnabhumi Airport,Bangkok
UTP,12.679900169372559,101.00499725341797,TH,U-Tapao International Airport,Rayong
CNX,18.766799926799997,98.962600708,TH,Chiang Mai International Airport,Chiang Mai
HGN,19.3013,97.9758,TH,Mae Hong Son Airport,Mae Hong Son
PYY,19.372054,98.435904,TH,Pai Airport,Pai
LPT,18.27090072631836,99.50420379638672,TH,Lampang Airport,
NNT,18.807899475097656,100.78299713134766,TH,Nan Airport,
PRH,18.1322,100.165001,TH,Phrae Airport,
CEI,19.952299,99.882896,TH,Mae Fah Luang - Chiang Rai International Airport,Chiang Rai
PHY,16.6760005951,101.194999695,TH,Phetchabun Airport,
HHQ,12.6361999512,99.951499939,TH,Hua Hin Airport,Hua Hin
TKH,15.277299881,100.29599762,TH,Takhli Airport,
MAQ,16.699899673461914,98.54509735107422,TH,Mae Sot Airport,
THS,17.238000869750977,99.81819915771484,TH,Sukhothai Airport,
PHS,16.7829,100.278999,TH,Phitsanulok Airport,Phitsanulok
TKT,16.896,99.253304,TH,Tak Airport,
UTR,17.617000579833984,100.0999984741211,TH,Uttaradit Airport,Uttaradit
URT,9.13259983063,99.135597229,TH,Surat Thani Airport,Surat Thani
NAW,6.5199198722839355,101.74299621582031,TH,Narathiwat Airport,
CJM,10.7112,99.361702,TH,Chumphon Airport,Chumphon
NST,8.539620399475098,99.9447021484375,TH,Nakhon Si Thammarat Airport,Nakhon Si Thammarat
KBV,8.09912014008,98.9861984253,TH,Krabi Airport,Krabi
SGZ,7.186560153961182,100.60800170898438,TH,Songkhla Airport,
PAN,6.78546,101.153999,TH,Pattani Airport,
USM,9.54779,100.061996,TH,Samui Airport,Na Thon (Ko Samui Island)
HKT,8.1132,98.316902,TH,Phuket International Airport,Phuket
UNN,9.77762,98.585503,TH,Ranong Airport,Ranong
HDY,6.93320989609,100.392997742,TH,Hat Yai International Airport,Hat Yai
TST,7.50874,99.6166,TH,Trang Airport,Trang
UTH,17.386400222800003,102.788002014,TH,Udon Thani Airport,Udon Thani
SNO,17.195100784301758,104.11900329589844,TH,Sakon Nakhon Airport,
PXR,14.868300437927,103.49800109863,TH,Surin Airport,Surin
KKC,16.466600418099997,102.783996582,TH,Khon Kaen Airport,Khon Kaen
LOE,17.43910026550293,101.72200012207031,TH,Loei Airport,
BFV,15.2295,103.252998,TH,Buri Ram Airport,Buriram
NAK,14.9495,102.313004,TH,Nakhon Ratchasima Airport,Chaloem Phra Kiat
UBP,15.2512998581,104.870002747,TH,Ubon Ratchathani Airport,Ubon Ratchathani
ROI,16.1168,103.774002,TH,Roi Et Airport,Roi Et
KOP,17.383801,104.642998,TH,Nakhon Phanom Airport,Nakhon Phanom
VUU,-14.838611,35.301389,MW,Mvuu Camp Airport,Liwonde National Park
BMV,12.668299675,108.120002747,VN,Buon Ma Thuot Airport,Buon Ma Thuot
VCL,15.4033,108.706001,VN,Chu Lai Airport,Tam Nghĩa
HPH,20.81686,106.722994,VN,Cat Bi International Airport,Haiphong (Hai An)
CAH,9.177667,105.177778,VN,Cà Mau Airport,Ca Mau City
CXR,11.9982,109.219002,VN,Cam Ranh International Airport / Cam Ranh Air Base,Cam Ranh
VCS,8.73183,106.633003,VN,Con Dao Airport,Con Dao
VCA,10.0851,105.711998,VN,Can Tho International Airport,Can Tho
DIN,21.3974990845,103.008003235,VN,Dien Bien Phu Airport,Dien Bien Phu
VDH,17.515,106.590556,VN,Dong Hoi Airport,Dong Hoi
DLI,11.750556,108.366997,VN,Lien Khuong Airport,Da Lat
DAD,16.0439,108.198997,VN,Da Nang International Airport,Da Nang
VVN,-11.854861,-72.939332,PE,Las Malvinas/Echarate Airport,Las Malvinas
HAN,21.221201,105.806999,VN,Noi Bai International Airport,Hanoi (Soc Son)
SQH,21.215301,104.032803,VN,Na San Airport,Mai Son
HUI,16.400628,107.703094,VN,Phu Bai International Airport,Huế
UIH,13.955,109.042,VN,Phu Cat Airport,Quy Nohn
PXU,14.004500389099121,108.01699829101562,VN,Pleiku Airport,Pleiku
PQC,10.1698,103.9931,VN,Phu Quoc International Airport,Phu Quoc Island
PHA,11.6335,108.952003,VN,Phan Rang Airport,Phan Rang
VKG,9.95802997234,105.132379532,VN,Rach Gia Airport,Rach Gia
TBB,13.0496,109.334,VN,Dong Tac Airport,Tuy Hoa
SGN,10.8188,106.652,VN,Tan Son Nhat International Airport,Ho Chi Minh City
THD,19.901667,105.467778,VN,Tho Xuan Airport,Thanh Hóa
VDO,21.120693,107.41539,VN,Van Don International Airport,Van Don
VII,18.7376003265,105.67099762,VN,Vinh Airport,Vinh
VTG,10.375093,107.096185,VN,Vung Tau Airport,Vũng Tàu
VBA,19.769199,94.0261,MM,Ann Airport,Aeng
NYU,21.178800582885742,94.9301986694336,MM,Bagan Airport,Nyaung U
BMO,24.27044,97.2476,MM,Banmaw Airport,Banmaw
VBP,11.1494,98.735901,MM,Bokpyinn Airport,Bokpyinn
VBC,21.9405,96.0896,MM,Chanmyathazi Airport,Mandalay
TVY,14.103899955749512,98.20359802246094,MM,Dawei Airport,Dawei
SRU,22.939167,93.615333,MM,Surbung Airport,Falam
GAW,22.174699783325195,94.1343994140625,MM,Gangaw Airport,Gangaw
GWA,17.600000381469727,94.58329772949219,MM,Gwa Airport,Gwa
HEH,20.74714,96.792029,MM,Heho Airport,Kalaw Township
HOX,24.899599,94.914001,MM,Hommalinn Airport,Hommalinn
TIO,21.700000762939453,94.0999984741211,MM,Tilin Airport,Tilin
KET,21.301599502563477,99.63600158691406,MM,Kengtung Airport,Kengtung
KHM,25.9883,95.6744,MM,Kanti Airport,Kanti
KMV,23.188801,94.051102,MM,Kalay Airport,Kalemyo
KYP,19.42639923095703,93.53479766845703,MM,Kyaukpyu Airport,Kyaukpyu
KAW,10.049300193786621,98.53800201416016,MM,Kawthoung Airport,Kawthoung
KYT,21.399999618530273,94.13330078125,MM,Kyauktu Airport,Kyauktu
LIW,19.691499710083008,97.21479797363281,MM,Loikaw Airport,Loikaw
LSH,22.9778995513916,97.752197265625,MM,Lashio Airport,Lashio
MDL,21.702199935913086,95.97789764404297,MM,Mandalay International Airport,Mandalay
MGZ,12.439800262451172,98.62149810791016,MM,Myeik Airport,Mkeik
MYT,25.3836,97.351898,MM,Myitkyina Airport,Myitkyina
MNU,16.444700241088867,97.66069793701172,MM,Mawlamyine Airport,Mawlamyine
MGU,18.8458,93.688904,MM,Manaung Airport,Manaung
MOE,23.092500686645508,96.64530181884766,MM,Momeik Airport,
MOG,20.516799926757812,99.25679779052734,MM,Mong Hsat Airport,Mong Hsat
MGK,20.29669952392578,98.8989028930664,MM,Mong Tong Airport,Mong Tong
MWQ,20.1656,94.941399,MM,Magway Airport,Magway
NYW,22.221638,95.093479,MM,Monywar Airport,Monywar
NMS,20.890499114990234,97.73590087890625,MM,Namsang Airport,Namsang
NYT,19.623501,96.200996,MM,Nay Pyi Taw International Airport,Pyinmana
NMT,23.083,97.383003,MM,Namtu Airport,Namtu
PAA,16.8937,97.674599,MM,Hpa-N Airport,Hpa-N
PAU,21.4492,94.4869,MM,Pauk Airport,Pauk
BSX,16.815201,94.7799,MM,Pathein Airport,Pathein
PPU,18.0666999817,97.449798584,MM,Hpapun Airport,Pa Pun
PBU,27.32990074157715,97.42630004882812,MM,Putao Airport,Putao
PKK,21.4043,95.11125,MM,Pakhokku Airport,Pakhokku
PRU,18.824499130249023,95.26599884033203,MM,Pyay Airport,Pye
AKY,20.133165,92.870693,MM,Sittwe Airport,Sittwe
SNW,18.4606990814209,94.30010223388672,MM,Thandwe Airport,Thandwe
THL,20.483800888061523,99.9354019165039,MM,Tachileik Airport,Tachileik
XYE,15.301361,97.864288,MM,Ye Airport,Ye
RGN,16.907300949099998,96.1332015991,MM,Yangon International Airport,Yangon
RCE,48.612301,-123.139,US,Roche Harbor Airport,Roche Harbor
TQQ,-5.76457,123.917,ID,Maranggo Airport,Waha-Tomea Island
UPG,-5.06163,119.554001,ID,Hasanuddin International Airport,Ujung Pandang
BIK,-1.19002,136.108002,ID,Frans Kaisiepo Airport,Biak
ONI,-4.00659,136.037704,ID,Moanamani Airport,Moanamani
FOO,-0.935842,134.872298,ID,Kornasoren Airport,Kornasoren
WET,-4.05916,136.281715,ID,Deiyai / Waghete Baru Airport,Tigi
NBX,-3.397973,135.393071,ID,Douw Aturure Airport,Nabire
KBF,-3.684615,138.479018,ID,Karubaga Airport,Karubaga
ILA,-3.97648,137.6225,ID,Ilaga Airport,Ilaga
KOX,-4.71075,136.43515,ID,Kokonao Airport,Kokonao
ZRI,-1.82842,136.062402,ID,Stevanus Rumbewas Airport,Serui
TIM,-4.52978,136.887388,ID,Mozes Kilangin Airport,Timika
EWI,-3.925739,136.378634,ID,Enarotali Airport,Enarotali
WAD,-17.631,47.7233,MG,Andriamena Airport,Andriamena
BMU,-8.537184,118.685002,ID,Sultan Muhammad Salahuddin Airport,Palibelo Bima
DPS,-8.748409,115.167123,ID,Denpasar I Gusti Ngurah Rai International Airport,Kuta Badung
LOP,-8.759962,116.278169,ID,Lombok International Airport,Mataram (Pujut Lombok Tengah)
SWQ,-8.48904,117.412003,ID,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar
TMC,-9.409224,119.242558,ID,Tambolaka Airport,Radamata
LYK,-8.989931,117.216018,ID,Lunyuk Airport,Lunyuk
WGP,-9.66922,120.302002,ID,Umbu Mehang Kunda Airport,Waingapu-Sumba Island
BWX,-8.31015,114.3401,ID,Banyuwangi Airport,Rogojampi Banyuwangi
TTE,0.831012,127.381611,ID,Sultan Babullah Airport,Sango
SQN,-2.097833,125.963833,ID,Emalamo Sanana Airport,Sanana
OTI,2.04599,128.324997,ID,Pitu Airport,Gotalalamo-Morotai Island
TRT,-3.185833,119.91775,ID,Toraja Airport,Toraja
LLO,-3.082997,120.245018,ID,Bua - Palopo Lagaligo Airport,Palopo
PLW,-0.916462,119.908647,ID,Mutiara - SIS Al-Jufrie Airport,Palu
MJU,-2.590017,119.025051,ID,Tampa Padang Airport,Mamuju
TLI,1.123428,120.793658,ID,Sultan Bantilan Airport,Toli Toli-Celebes Island
MXB,-2.558031,120.324342,ID,Andi Jemma Airport,Masamba
PSJ,-1.414121,120.659241,ID,Kasiguncu Airport,Poso-Celebes Island
OJU,-0.865437,121.628625,ID,Tanjung Api Airport,Tojo Una-Una
LUW,-1.035893,122.773934,ID,Syukuran Aminuddin Amir Airport,Luwok
HMS,-1.02581,114.92881,ID,Haji Muhammad Sidik Airport,Muara Teweh
KLP,-3.376062,112.536521,ID,Seruyan Kuala Pembuang Airport,Seruyan
PKY,-2.227146,113.943388,ID,Tjilik Riwut Airport,Palangkaraya
YIA,-7.905338,110.057264,ID,Yogyakarta International Airport,Yogyakarta
CXP,-7.64506,109.033997,ID,Tunggul Wulung Airport,Cilacap
PWL,-7.461342,109.414612,ID,Jenderal Besar Soedirman Airport,Purwokerto-Java Island
KWB,-5.80091,110.47838,ID,Dewadaru Airport,Karimunjawa
BUI,-3.68455,138.677437,ID,Bokondini Airport,Bokondini
DRH,-3.27061,138.613433,ID,Dabra Airport,Dabra
BXM,-4.442687,140.883565,ID,Batom Airport,Batom
ZRM,-1.873077,138.753275,ID,Mararena Sarmi Airport,Sarmi
DJJ,-2.579627,140.519857,ID,Dortheys Hiyo Eluay International Airport,Sentani
LHI,-3.080046,139.952817,ID,Lereh Airport,Lereh-Papua Island
LII,-3.701938,137.957,ID,Mulia Airport,Mulia-Papua Island
OKL,-4.9071,140.6277,ID,Oksibil Airport,Oksibil
SEH,-3.442448,140.778079,ID,Senggeh Airport,Senggeh
MDP,-5.876929,140.70946,ID,Mindiptana Airport,Mindiptana-Papua Island
BXD,-7.175902,139.58333,ID,Bade Airport,Bade
MKQ,-8.523898,140.419693,ID,Mopah International Airport,Merauke
KCD,-6.1851,138.6372,ID,Kamur Airport,Kamur
OKQ,-8.0946,139.7233,ID,Okaba Airport,Okaba
KEI,-6.5418,139.3318,ID,Kepi Airport,Kepi
ZEG,-5.6908,139.3502,ID,Senggo Airport,Senggo-Papua Island
TMH,-6.09669,140.303521,ID,Tanah Merah Airport,Tanah Merah
GHS,-0.203611,115.760002,ID,Melalan Airport,Melak-Borneo Island
TJS,2.835833,117.373611,ID,Tanjung Harapan Airport,Tanjung Selor-Borneo Island
DTD,0.807028,114.529052,ID,Datadawai Airport,Datadawai-Borneo Island
BPN,-1.268342,116.89452,ID,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan
TRK,3.325145,117.564169,ID,Juwata International Airport / Suharnoko Harbani AFB,Tarakan
AAP,-0.374478,117.250128,ID,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda
BYQ,3.45572,117.866997,ID,Bunyu Airport,Bunju Island
GLX,1.83833,127.786003,ID,Gamarmalamo Airport,Galela-Celebes Island
PGQ,0.917144,128.382116,ID,Buli Airport,Pekaulang
GTO,0.637119,122.849998,ID,Jalaluddin Airport,Gorontalo-Celebes Island
NAH,3.68478,125.527162,ID,Naha Airport,Tabukan Utara Sangihe Islands
LKM,0.88855,124.033634,ID,Bolaang Mongondow Airport,Lolak
GEB,-0.078889,129.457993,ID,Gebe Airport,Gebe Island
KAZ,1.18528,127.896004,ID,Kuabang Airport,Kao-Celebes Island
MDC,1.549266,124.926319,ID,Sam Ratulangi Airport,Manado
MNA,4.010334,126.673192,ID,Melangguane Airport,Karakelong Island
BRG,2.648591,125.423301,ID,Siau/Sitaro Airport,Balirangen
MWS,-2.799322,122.141385,ID,Indonesia Morowali Industrial Park (IMIP) Airport,Morowali
IAX,5.560419,126.580095,ID,Miangas Airport,Miangas
UOL,1.102318,121.413358,ID,Buol - Pogogul Airport,Buol-Celebes Island
WAN,-25.3563,141.9254,AU,Waverney Airport,Waverney
BTW,-3.41241,115.995003,ID,Bersujud Airport,Batu Licin
PKN,-2.7052,111.672997,ID,Iskandar Airport,Pangkalanbun
KBU,-3.294796,116.163815,ID,Gusti Syamsir Alam Airport,Stagen
TJG,-2.21656,115.435997,ID,Warukin Airport,Tanta-Tabalong
BDJ,-3.44236,114.763,ID,Syamsudin Noor International Airport,Landasan Ulin
SMQ,-2.499198,112.974987,ID,Sampit (Hasan) Airport,Sampit
TBM,-1.469024,113.080984,ID,Tumbang Samba Airport,Tumbang Samba-Borneo Island
AHI,-3.347851,128.927093,ID,Amahai Airport,Amahai
NDA,-4.5214,129.9054,ID,Bandanaira Airport,Bandanaira
DOB,-5.773724,134.209245,ID,Rar Gwamar Airport,Dobo-Warmar Island
